7590-VHVEG,0,0,1,0,-1,0,1,0,0,2,0,0,0,0,0,1,2,-1.160322916034919,2505,0,1.160322916034919,0.8618290538284386,-0.0833333333333333
5575-GNVDE,1,0,0,0,0,1,0,0,2,0,2,0,0,0,1,0,3,-0.2596289419448806,1466,0,-0.0,-0.0,0.0
3668-QPYBK,1,0,0,0,-1,1,0,0,2,2,0,0,0,0,0,1,3,-0.3626603559551803,157,1,0.3626603559551803,2.7574009299240494,-0.0833333333333333
7795-CFOCW,1,0,0,0,0,0,1,0,2,0,2,2,0,0,1,0,0,-0.7465354629935549,1400,0,-0.0,-0.0,0.0
9237-HQITU,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,1,2,0.1973652331008032,925,1,-0.1973652331008032,-5.066748480582226,-0.0833333333333333
9305-CDSKC,0,0,0,0,0,1,2,1,0,0,2,0,2,2,0,1,2,1.1595456961969886,6103,1,0.0,0.0,0.0
1452-KIOVK,1,0,0,1,0,1,2,1,0,2,0,0,2,0,0,1,1,0.8089065291619363,1550,0,0.0,0.0,0.0
6713-OKOMC,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,-1.1636465100352518,2609,0,-0.0,-0.0,0.0
7892-POOKP,0,0,1,0,0,1,2,1,0,0,2,2,2,2,0,1,2,1.330710787214099,2646,1,0.0,0.0,0.0
6388-TABGU,1,0,0,1,1,1,0,0,2,2,0,0,0,0,1,0,0,-0.2862176939475387,3022,0,-0.2862176939475387,-3.493844107615289,0.0833333333333333
9763-GRSKD,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1,3,-0.4922805219681379,4823,0,-0.0,-0.0,0.0
7469-LKBCI,1,0,0,0,0,1,0,2,1,1,1,1,1,1,2,0,1,-1.522594662071134,2836,0,-0.0,-0.0,0.0
8091-TTVAX,1,0,1,0,1,1,2,1,0,0,2,0,2,2,1,0,1,1.182810854199314,4693,0,1.182810854199314,0.8454437119884997,0.0833333333333333
0280-XJGEX,1,0,0,0,0,1,2,1,0,2,2,0,2,2,0,1,0,1.2941512532104444,4265,1,0.0,0.0,0.0
5129-JLPIS,1,0,0,0,0,1,0,1,2,0,2,2,2,2,0,1,2,1.3539759452164248,2337,0,0.0,0.0,0.0
3655-SNQYZ,0,0,1,1,1,1,2,1,2,2,2,2,2,2,2,0,1,1.611554480242174,5958,0,1.611554480242174,0.6205188913186525,0.0833333333333333
8191-XWSZG,0,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,3,-1.4660935640654862,46,0,-0.0,-0.0,0.0
9959-WOFKT,1,0,0,1,1,1,2,1,2,0,2,0,2,2,2,0,0,1.393859073220412,5703,0,1.393859073220412,0.7174326432959529,0.0833333333333333
4190-MFLUW,0,0,1,1,0,1,0,0,0,0,2,2,0,0,0,0,1,-0.3177918369506949,4416,1,-0.0,-0.0,0.0
4183-MYFRB,0,0,0,0,0,1,0,1,0,2,2,0,0,2,0,1,2,0.8404806721650927,1433,0,0.0,0.0,0.0
8779-QRDMV,1,2,0,0,-1,0,1,0,0,0,2,0,0,2,0,1,2,-0.8346107040023594,3340,1,0.8346107040023594,1.1981634028927293,-0.0833333333333333
1680-VDCWW,1,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,-1.4943441130683104,1651,0,-0.0,-0.0,0.0
1066-JKSGK,1,0,0,0,-1,1,0,2,1,1,1,1,1,1,0,0,3,-1.4827115340671475,1609,1,1.4827115340671475,0.6744400226869437,-0.0833333333333333
3638-WEABW,0,0,1,0,1,1,2,0,0,2,0,2,0,0,2,1,1,-0.1615829189350795,3041,0,-0.1615829189350795,-6.188773001374924,0.0833333333333333
6322-HRPFA,1,0,1,1,0,1,0,0,2,2,0,2,0,0,0,0,1,-0.1715537009360761,2567,0,-0.0,-0.0,0.0
6865-JZNKO,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,-0.3144682429503628,959,0,-0.0,-0.0,0.0
6467-CHFZW,1,0,1,1,0,1,2,1,0,2,0,0,2,2,0,1,2,1.1495749141959914,4019,1,0.0,0.0,0.0
8665-UTDHZ,1,0,1,1,-1,0,1,0,0,2,0,0,0,0,0,0,2,-1.1486903370337564,2592,1,1.1486903370337564,0.8705566405762929,-0.0833333333333333
5248-YGIJN,1,0,1,0,1,1,2,0,2,2,2,2,2,2,2,1,1,0.8471278601657574,5135,0,0.8471278601657574,1.1804593448548262,0.0833333333333333
8773-HHUOZ,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,1,3,-0.0020504069191315,184,1,-0.0,-0.0,0.0
3841-NFECX,0,2,1,0,1,1,2,1,2,2,2,2,0,0,2,1,1,1.0498670941860242,5354,0,1.0498670941860242,0.952501516225548,0.0833333333333333
4929-XIHVW,1,2,1,0,-1,1,0,1,0,0,2,0,2,2,0,1,1,1.0216165451832002,1360,0,-1.0216165451832002,-0.978840841738556,-0.0833333333333333
6827-IEAUQ,0,0,1,1,0,1,0,0,2,2,2,2,0,0,1,0,3,0.0461417060856861,1449,0,0.0,0.0,0.0
7310-EGVHZ,1,0,0,0,-1,1,0,2,1,1,1,1,1,1,0,0,0,-1.481049737066981,1610,0,1.481049737066981,0.675196771349193,-0.0833333333333333
3413-BMNZE,1,2,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-0.6484894399837535,3815,0,0.6484894399837535,1.5420451589267172,-0.0833333333333333
6234-RAAPL,0,0,1,1,1,1,2,1,2,2,0,2,2,0,2,0,0,1.1678546811978192,5643,0,1.1678546811978192,0.8562709173011759,0.0833333333333333
6047-YHPVI,1,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,1,2,0.1641292930974807,2742,1,-0.1641292930974807,-6.092757575659064,-0.0833333333333333
6572-ADKRS,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0.3336325871144251,3073,0,0.0,0.0,0.0
5380-WJKOV,1,0,0,0,0,1,2,1,0,2,2,0,2,2,0,1,2,1.3822264942192488,3074,1,0.0,0.0,0.0
8168-UQWWF,0,0,0,0,0,1,2,1,0,0,2,0,2,2,0,1,0,1.099721004191008,202,1,0.0,0.0,0.0
8865-TNMNX,1,0,1,1,0,1,0,0,0,2,0,0,0,0,1,0,3,-0.5055748979694671,4024,0,-0.0,-0.0,0.0
9489-DEDVP,0,0,1,1,1,1,2,0,2,2,0,0,2,0,2,1,1,0.1475113230958195,4118,0,0.1475113230958195,6.779140558391478,0.0833333333333333
9867-JCZSP,0,0,1,1,0,1,0,2,1,1,1,1,1,1,1,0,3,-1.462769970065154,3572,0,-0.0,-0.0,0.0
4671-VJLCL,0,0,0,0,1,1,2,0,2,2,2,2,2,0,2,1,1,0.5014740841312035,4105,0,0.5014740841312035,1.994120991792356,0.0833333333333333
4080-IIARD,0,0,1,0,0,1,2,0,2,2,0,2,2,0,0,1,2,0.3801629031190768,6502,0,0.0,0.0,0.0
3714-NTNFO,0,0,0,0,0,1,2,1,0,0,0,0,0,2,0,1,2,0.6560212051466532,3348,0,0.0,0.0,0.0
5948-UJZLF,1,0,0,0,-1,1,0,0,0,2,0,0,0,0,0,0,3,-0.5155456799704636,6480,0,0.5155456799704636,1.9396923314282912,-0.0833333333333333
